Дата счета,ID Счета,ID позиции счета,ID заявки,Наименование позиции в счете,Наименование позиции в заявке,Кол-во позиций в счете,Стоимость позиции
2021-12-07 09:46:47.954,62158,315282,35225,"Кофе Черная Карта Сrema в зернах, пакет, 1кг",Кофе в зернах Черная Карта Сrema 1 кг 1337383,10.0,12753.36
2021-12-07 09:46:47.954,62158,315283,35225,"Бумага SvetoCopy (А4, марка С, 80 г/кв.м, 500 л)","Бумага для офисной техники SvetoCopy (A4, марка C, 80 г/кв.м, 500 листов) 13500",20.0,4921.92
2021-12-07 09:46:47.954,62158,315284,35225,"Бумага SvetoCopy (А3, марка С, 80 г/кв.м, 500 л)","Бумага для офисной техники SvetoCopy (А3, марка C, 80 г/кв.м, 500 листов) 28993",10.0,5208.72
2021-12-07 09:46:47.954,62158,315285,35225,Тонер-картридж Kyocera TK-8115K чер. для M8124cidn/M8130cidn,Тонер-картридж Kyocera TK-8115K черный оригинальный 832526,10.0,70542.12
2021-12-07 09:46:47.954,62158,315286,35225,Тонер-картридж Kyocera TK-8115M пур. для M8124cidn/M8130cidn,Тонер-картридж Kyocera TK-8115M пурпурный оригинальный 832528,10.0,65046.84
2021-12-07 09:46:47.954,62158,315287,35225,Тонер-картридж Kyocera TK-8115C гол. для M8124cidn/M8130cidn,Тонер-картридж Kyocera TK-8115C голубой оригинальный 832527,10.0,65499.96
2021-12-07 09:46:47.954,62158,315288,35225,Тонер-картридж Kyocera TK-8115Y жел. для M8124cidn/M8130cidn,Тонер-картридж Kyocera TK-8115Y желтый оригинальный 832529,10.0,65499.96
2021-12-07 09:46:47.954,62158,315289,35225,Папка-планшет BANTEX 4210-10 A4 черный с верх.створкой Россия,Папка-планшет с зажимом и крышкой Bantex A4 черная 12636,10.0,1232.04
2021-12-07 09:46:47.954,62158,315290,35225,Папка файловая ATTACHE KT-30/07 зеленая Россия,Папка файловая на 30 файлов Attache A4 15 мм зеленая (толщина обложки 0.7 мм) 50845,20.0,1598.4
2021-12-07 09:46:47.954,62158,315291,35225,"Весы SCARLETT SC-BS33E043, напольные, 180кг, серебро",Весы напольные Scarlett SC-BS33E043 1155121,1.0,780.0
2021-12-07 09:46:47.954,62158,315292,35225,Папка-планшет BANTEX 4201-10 A4 черный Россия,Папка-планшет с зажимом Bantex A4 черная 48801,20.0,1701.12
2021-12-07 10:11:48.934,62181,315551,35412,Доплата разницы между товарами (нов.арт.1108261 / Bulros FGK320 формат А3),Доплата разницы между товарами (нов.арт.1108261 / Bulros FGK320 формат А3),1.0,937.06
2021-12-07 13:39:48.755,62312,316026,35471,Вывоз мусора контейнером вместимостью 20 м3,Вывоз мусора контейнером вместимостью 20 м3,2.0,39000.0
2021-12-07 13:39:48.755,62312,316027,35471,Вывоз мусора контейнером вместимостью 8 м3,Вывоз мусора контейнером вместимостью 8 м3,1.0,8500.0
2021-12-07 13:39:48.755,62312,316028,35471,Постановка контейнера вместимостью 8м3,Постановка контейнера вместимостью 8м3,1.0,900.0
2021-12-08 19:02:26.370,62751,319686,35591,Смесь сухая универсальная М-200 БЕТОНМИ 50кг,Смесь сухая монтажно-кладочная М200,20000.0,66000.0
2021-12-09 10:24:28.243,62811,319916,35591,"Сетка кладочная 40х40х3 0,5х2ТУ",Сетка кладочная 40х40х3 1500х500 мм,1125.0,146250.0
2021-12-09 10:24:28.243,62811,319917,35724,Доставка,Доставка,1.0,7500.0
2021-12-09 13:34:53.700,62894,320239,35732,Огнетушитель порошковый ОП-4(з) АВСЕ Ярпожинвест,Огнетушитель порошковый ОП-4(з) АВСЕ Ярпожинвест,10.0,4632.5
2021-12-09 13:34:53.700,62894,320240,35732,"Полотно противопожарное ПП-300 (1,5*2,0)","Полотно противопожарное ПП-300 (1,5*2,0)",10.0,2779.5
2021-12-09 13:34:53.700,62894,320262,35767,Доставка,Доставка,1.0,2000.0
2021-12-09 14:33:26.892,62918,320290,35732,Стенд 100 см х 100 см ПВХ 5 мм,"Стенд ""Охрана труда"" (Образец во вложении)",1.0,6000.0
2021-12-09 14:50:10.759,62927,320314,35591,"Biber Отвес строительный 43020
тов-048262",Строительный отвес Biber 43020 тов-048262,3.0,534.0
2021-12-09 14:50:10.759,62927,320315,35591,"Gigant Кельма бетонщика
треугольник 200мм GWT200",Кельма бетонщика Wenzo 180 мм с деревянной ручкой,20.0,3160.0
2021-12-09 14:50:10.759,62927,320316,35591,"Denzel Бетоносмеситель B-200, 1000
Вт, 200 л 95424",Бетоносмеситель барабана: 200 л Denzel B-200 95424 Объем барабана: 200 л,1.0,23634.0
2021-12-09 15:43:10.425,62950,320359,35591,Молоток Keser Yakar kerdesler с черенком,Молоток Турецкий (КЕСЕР) кирка,15.0,10350.0
2021-12-10 14:43:54.221,63164,322102,35732,Аптечка первой помощи работникам ФЭСТ (приказ №169н) (большой футляр),"Аптечка первой помощи работникам ФЭСТ (приказ № 169н, бокс пластиковый большой) Арт. 250934",3.0,2304.95
2021-12-13 12:33:00.266,63454,323703,35966,"Труба ВГП25х2,8 Ст3 ГОСТ 3262-75 оц.",Трубы стальные водогазопроводные оцинкованные Ду25 ГОСТ 3262-75*,204.0,45675.6
2021-12-13 12:33:00.266,63454,323704,35966,"Труба 20х2,8 оц ВГПГОСТ 3262-75",Трубы стальные водогазопроводные оцинкованные Ду20 ГОСТ 3262-75*,102.0,21093.6
2021-12-13 12:33:00.266,63454,323705,35966,Муфта чугун. прямая Ду25 ВРоц.,Муфта чугунная оцинкованная с внутренней резьбой ду25,100.0,3885.0
2021-12-13 12:33:00.266,63454,323706,35966,Муфта чугун. прямая Ду20 ВРоц.,Муфта чугунная оцинкованная с внутренней резьбой ду20,50.0,1345.5
2021-12-13 12:33:00.266,63454,323707,35966,Угольник чугун оц Ду 25 ВР,Угольник чугунный оцинкованный 90 грудусов с внутренней резьбой ду25,30.0,1701.0
2021-12-13 12:33:00.266,63454,323708,35966,Угольник чугун оц Ду 20 ВР,Угольник чугунный оцинкованный 90 грудусов с внутренней резьбой ду20,20.0,715.4
2021-12-13 12:33:00.266,63454,323709,35966,Тройник чугун Ду25 оц. ВР,Тройник чугунный оцинкованный с внутренней резьбой ду25,100.0,8614.0
2021-12-13 12:33:00.266,63454,323710,35966,Тройник чугун Ду20 ВР оц.,Тройник чугунный оцинкованный с внутренней резьбой ду20,10.0,608.4
2021-12-13 12:33:00.266,63454,323711,36062,Доставка,Доставка,1.0,6500.0
2021-12-13 13:13:18.437,63479,323791,36002,Редуктор пропановый БПО-5-3 (РЕДИУС) В КОРОБКЕ,Редуктор пропановый REDIUS БПО-5-3,20.0,14720.0
2021-12-13 13:13:18.437,63479,323792,36002,"Редуктор кислородный БКО-50-12,5 (РЕДИУС) В КОРОБКЕ","Редуктор кислородный Redius БКО-50-12,5",20.0,26400.0
2021-12-13 13:13:18.437,63479,323793,36002,Резак пропановый Р3П-02М (РЕДИУС),Резак пропановый Redius Р3П-02М,5.0,9300.0
2021-12-13 13:13:18.437,63479,323794,36002,TOPEX Хомут червячный 16-25/9 W2 37D504,Червячный хомут 16-25/9 W2 TOPEX 37D504,50.0,2050.0
2021-12-13 13:13:18.437,63479,323795,36002,Горелка газовоздушная ГВ-111-Р (РЕДИУС),Газовоздушная горелка REDIUS ГВ-111-Р,10.0,8780.0
2021-12-13 13:13:18.437,63479,323796,36002,Рукав ацетилен/пропан КРАСНЫЙ ф 9мм 1кл (БРТ) бухта 5м,Шланг газовый Амкадор-Эластомер красный d9 мм 5 м,5.0,1525.0
2021-12-13 13:13:18.437,63479,323797,36002,Рукав кислородный СИНИЙ ф 9мм 3кл (БРТ) бухта 5м,Шланг газовый Амкадор-Эластомер синий d9 мм 5 м,5.0,1625.0
2021-12-13 13:13:18.437,63479,323798,36002,Рукав кислородный черный ф 9мм 3кл (БРТ) бухта 5м,Шланг газовый Амкадор-Эластомер черный d9 мм 10 м,5.0,1437.5
2021-12-13 13:31:37.363,63497,323870,36002,Газ пропан (50л.),Баллон газовый пропановый 50 л,0.0,12500.0
2021-12-13 13:31:37.363,63497,323871,36002,Баллон пропановый (50л) б/у,Баллон газовый пропановый 50 л,10.0,16000.0
2021-12-13 13:31:37.363,63497,323872,36002,Газ кислород (40л.),Кислородный баллон 40л,0.0,9500.0
2021-12-13 13:31:37.363,63497,323873,36002,Баллон газовый б/у 40л под кислород,Кислородный баллон 40л,5.0,32500.0
2021-12-13 13:31:37.363,63497,324077,36079,"Доставка по адресу: г. Москва , Москва , 3-я Черепковская ул. , 15А, стр. 7","Доставка по адресу: г. Москва , Москва , 3-я Черепковская ул. , 15А, стр. 7",1.0,1500.0
2021-12-13 15:45:28.532,63593,324350,35834,Труба чугунная DN 100 L=3000mm SML,Труба чугунная Ø100 SML (безраструбная) L=3000 мм,150.0,240316.44
2021-12-13 15:45:28.532,63593,324351,35834,Тройник 45° DN 100*50 SML,DN100x50 45° Тройник  SML,25.0,26477.5
2021-12-13 15:45:28.532,63593,324352,35834,Ревизия чугунная с круглой крышкой DN 100 SML,Ревизия c круглой крышкой Ø100 SML,15.0,33168.75
2021-12-13 15:45:28.532,63593,324353,35834,Соединительный хомут Rapid DN 100 W2,Хомут соединительный  Ø100,150.0,26133.12
